"List of plants for all fuels, South Atlantic (total), all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvo&geo=0g&sec=g&freq=A&datecode=2023&rtype=s&start=2020&end=2025&ctype=columnchart&ltype=pin&columnendpoints=2&pin=&rse=0&maptype=0"
"Sun Aug 02 2026 18:32:39 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Pleinmont Solar 2",62013,"VA","Electric utility non-cogen","PV","SUN"
"Plott Hound Solar",63015,"NC","Electric utility non-cogen","PV","SUN"
"Plymouth Solar LLC",58480,"NC","Electric utility non-cogen","PV","SUN"
"Polk",7242,"FL","Electric utility","CT,CA","NG,DFO"
"Polk Cedartown",64586,"GA","Electric utility non-cogen","PV","SUN"
"Polk County GA S1, LLC",65994,"GA","Electric utility non-cogen","PV","SUN"
"Polk Farm",66373,"NC","Electric utility non-cogen","PV","SUN"
"Pollocksville Solar",59917,"NC","Electric utility non-cogen","PV","SUN"
"Ponton Diesel Generating Facility",7940,"VA","Electric utility","IC","DFO"
"Port Charlotte Energy LLC",59240,"FL","Electric utility non-cogen","IC","LFG"
"Port Everglades",617,"FL","Electric utility","CT,CA","NG,DFO"
"Port Wentworth Mill",50804,"GA","Industrial cogen","ST","OBL,OBG,NG,WDS,BLQ"
"Porter Solar",59504,"NC","Electric utility non-cogen","PV","SUN"
"Possum Point",3804,"VA","Electric utility","CT,GT","NG,DFO"
"Potomac Energy Center, LLC",59004,"VA","Electric utility non-cogen","CT,CA","NG"
"Powatan Road Solar",64035,"NC","Electric utility non-cogen","PV","SUN"
"Powells Creek Solar - Hybrid",65305,"VA","Electric utility non-cogen","PV","SUN"
"Presbyterian Senior Living Service",60447,"MD","Electric utility non-cogen","PV","SUN"
"Pretlow",55953,"VA","Electric utility","IC","DFO"
"Princeton",59533,"NC","Electric utility non-cogen","PV","SUN"
"Progress Manis I",58529,"NC","Electric utility non-cogen","PV","SUN"
"Progress Solar 1, LLC",58493,"NC","Electric utility non-cogen","PV","SUN"
"Progress Solar II, LLC",58494,"NC","Electric utility non-cogen","PV","SUN"
"Progress Solar III, LLC",58495,"NC","Electric utility non-cogen","PV","SUN"
"Puller Solar",62140,"VA","Electric utility","PV","SUN"
"Putnam Erickson",64282,"GA","Electric utility non-cogen","PV","SUN"
"Putnam Erikson 2",65759,"GA","Electric utility non-cogen","PV","SUN"
"Quarter Horse Solar",62095,"NC","Electric utility non-cogen","PV","SUN"
"Queen Anne's County",58631,"MD","Electric utility non-cogen","PV","SUN"
"Queens Creek",6438,"NC","Electric utility","HY","WAT"
"Quincy Solar (NC)",59506,"NC","Electric utility non-cogen","PV","SUN"
"Quitman II Solar",64335,"GA","Electric utility non-cogen","PV","SUN"
"Quitman Solar",62584,"GA","Electric utility non-cogen","PV","SUN"
"RMQ 1 and 2",56966,"NC","Commercial non-cogen","PV","SUN"
"RP-Orlando, LLC",57565,"FL","Electric utility non-cogen","PV","SUN"
"Radford",3827,"VA","Electric utility","HY","WAT"
"Radford Army Ammunition Plant",52072,"VA","Industrial cogen","ST","NG,DFO"
"Raeford Farm",58274,"NC","Electric utility non-cogen","PV","SUN"
"Railroad Farm",58316,"NC","Electric utility non-cogen","PV","SUN"
"Railroad Farm 2",61095,"NC","Electric utility non-cogen","PV","SUN"
"Railroad Solar Farm, LLC",63381,"NC","Electric utility non-cogen","PV","SUN"
"Ramp Solar, LLC",66988,"NC","Electric utility non-cogen","PV","SUN"
"Rams Horn Solar Center LLC",58810,"NC","Electric utility non-cogen","PV","SUN"
"Ranchland Solar, LLC",61813,"NC","Electric utility non-cogen","PV","SUN"
"Rankin Solar Center, LLC",61996,"SC","Electric utility non-cogen","PV","SUN"
"Rappahannock Solar, LLC",62780,"VA","Electric utility non-cogen","PV","SUN"
"Ray Wilson Solar",63017,"NC","Electric utility non-cogen","PV","SUN"
"Red Hill Solar Center, LLC",59760,"NC","Electric utility non-cogen","PV","SUN"
"Red Lion Energy Center",58433,"DE","Electric utility non-cogen","FC","NG"
"Red Oak Solar Farm, LLC",60929,"NC","Electric utility non-cogen","PV","SUN"
"Red Toad 1425 A Powatan Road, LLC",60129,"NC","Electric utility non-cogen","PV","SUN"
"Red Toad 4451 Buffalo Road, LLC",62131,"NC","Electric utility non-cogen","PV","SUN"
"Red Toad 5840 Buffalo Road, LLC",62204,"NC","Electric utility non-cogen","PV","SUN"
"Redmon Solar Farm LLC",59114,"NC","Electric utility non-cogen","PV","SUN"
"Redwing Solar",61946,"SC","Industrial non-cogen","PV","SUN"
"Reidsville Renewables, Inc.",65995,"GA","Electric utility non-cogen","PV","SUN"
"Remington",7838,"VA","Electric utility","GT","NG,DFO"
"Remington Solar Facility",59685,"VA","Electric utility","PV","SUN"
"Reusens",3779,"VA","Electric utility non-cogen","HY","WAT"
"Reventure Park",58865,"NC","Electric utility cogen","IC","LFG"
"Rhodhiss",2730,"NC","Electric utility","HY","WAT"
"Richard B Russell",6132,"GA","Electric utility","HY,PS","WAT"
"Richardson Solar",61972,"SC","Electric utility non-cogen","PV","SUN"
"Richland (GA)",60513,"GA","Electric utility non-cogen","PV","SUN"
"Richland County Landfill",56122,"SC","Electric utility","IC,GT","LFG"
"Richland Solar Center",59874,"GA","Electric utility non-cogen","PV","SUN"
"Richlands Solar, LLC",65583,"NC","Electric utility non-cogen","PV","SUN"
"Richmond County GA S2 LLC",66350,"GA","Electric utility non-cogen","PV","SUN"
"Richmond Energy",57897,"VA","Electric utility non-cogen","IC","LFG"
"Richmond Hayes Solar",62884,"GA","Electric utility non-cogen","PV","SUN"
"Richmond Spider Solar",62011,"VA","Electric utility non-cogen","PV","SUN"
"Ridgeback",65110,"NC","Electric utility non-cogen","PV","SUN"
"Ridgecrest",64379,"DC","Electric utility non-cogen","PV","SUN"
"Ridgeland Solar Project",60659,"SC","Electric utility non-cogen","PV","SUN"
"Rincon Solar I",60702,"GA","Electric utility non-cogen","PV","SUN"
"Ripley",66203,"MD","Electric utility non-cogen","PV","SUN"
"River Road Solar, LLC",60487,"NC","Electric utility non-cogen","PV","SUN"
"River Solar",61947,"SC","Electric utility non-cogen","PV","SUN"
"Riverside Solar",65687,"FL","Electric utility","PV","SUN"
"Riverwood International Macon Mill",54464,"GA","Industrial cogen","ST","SLW,WO,NG,WDS,BLQ"
"Riviera",619,"FL","Electric utility","CT,CA","NG,DFO"
"Roanoke Rapids",2758,"NC","Electric utility","HY","WAT"
"Robin Solar",60165,"NC","Electric utility non-cogen","PV","SUN"
"Robins",7348,"GA","Electric utility","GT","NG,DFO"
"Robins Air Force Base Solar",61648,"GA","Electric utility","PV","SUN"
"Rochambeau Solar",65321,"VA","Electric utility","PV","SUN"
"Rock Farm",58347,"NC","Electric utility non-cogen","PV","SUN"
"Rock Hall",58241,"MD","Electric utility non-cogen","PV","SUN"
"Rockdale",65756,"MD","Electric utility non-cogen","PV","SUN"
"Rockfish Solar LLC",59811,"MD","Electric utility non-cogen","PV","SUN"
"Rockingham County CT Station",55116,"NC","Electric utility","GT","NG,DFO"
"Rockingham Solar, LLC",60106,"NC","Electric utility non-cogen","PV","SUN"
"Rockmart",65730,"GA","Electric utility non-cogen","PV","SUN"
"Rockville 1 & 2",56692,"VA","Electric utility non-cogen","IC","DFO"
"Rockwell Solar LLC",58668,"NC","Electric utility non-cogen","PV","SUN"
"Rocky Mount Mill",50468,"NC","Industrial non-cogen","HY","WAT"
"Rocky Mountain Hydroelectric Plant",6189,"GA","Electric utility","PS","WAT"
"Rocky River (SC)",3305,"SC","Electric utility","HY","WAT"
"Rodeo Solar Center",62917,"FL","Electric utility","PV","SUN"
"Roper Farm, LLC",60761,"NC","Electric utility non-cogen","PV","SUN"
"Rose Acre Solar Energy Storage",64511,"NC","Electric utility","BA,PV","MWH,SUN"
"Rose Hill",59375,"NC","Electric utility non-cogen","PV","SUN"
"Rosemary Power Station",50555,"NC","Electric utility","CT","DFO"
"Rosewood Solar",61520,"NC","Electric utility non-cogen","PV","SUN"
"Ross Hall Central Utility Plant",63478,"DC","Commercial cogen","GT","NG"
"Roth Rock North Wind Farm, LLC",57240,"MD","Electric utility non-cogen","WT","WND"
"Roth Rock Wind Farm LLC",57239,"MD","Electric utility non-cogen","WT","WND"
"Rowan",7826,"NC","Electric utility non-cogen","GT,CT,CA","NG,DFO"
"Rowesville Rd Plant",7480,"SC","Electric utility","GT","NG"
"Roxboro",2712,"NC","Electric utility","ST","DFO,BIT"
"Roxboro Farm",58340,"NC","Electric utility non-cogen","PV","SUN"
"Roxboro Solar Farm, LLC",61288,"NC","Electric utility non-cogen","PV","SUN"
"Royal Solar",59831,"NC","Electric utility non-cogen","PV","SUN"
"Ruff Solar LLC",62594,"NC","Electric utility non-cogen","PV","SUN"
"Runway Solar Farm",62397,"SC","Electric utility","PV","SUN"
"Ruskin Solar",60922,"NC","Electric utility non-cogen","PV","SUN"
"Rutherford Farm",59589,"NC","Electric utility non-cogen","PV","SUN"
"Ryland Road Solar",64677,"NC","Electric utility non-cogen","PV","SUN"
"S O Purdom",689,"FL","Electric utility","CT,CA","NG"
"SAS Solar Farm",56915,"NC","Electric utility non-cogen","PV","SUN"
"SCE&G Curie CSG",61432,"SC","Electric utility non-cogen","PV","SUN"
"SCE&G Nimitz CSG",61433,"SC","Electric utility non-cogen","PV","SUN"
"SCE&G Springfield CSG",61434,"SC","Electric utility non-cogen","PV","SUN"
"SID Solar I, LLC",60108,"NC","Electric utility non-cogen","PV","SUN"
"SR Arlington I",62436,"GA","Electric utility non-cogen","PV","SUN"
"SR Arlington II",62367,"GA","Electric utility non-cogen","PV","SUN"
"SR Cedar Springs, LLC",64840,"GA","Electric utility non-cogen","PV","SUN"
"SR Clay, LLC",64838,"GA","Electric utility non-cogen","PV","SUN"
"SR DeSoto I, LLC",64841,"GA","Electric utility non-cogen","PV","SUN"
"SR Hazlehurst",59535,"GA","Electric utility non-cogen","PV","SUN"
"SR Lumpkin",64191,"GA","Electric utility non-cogen","PV","SUN"
"SR Odom",63814,"GA","Electric utility non-cogen","PV","SUN"
"SR Perry",64151,"GA","Electric utility non-cogen","PV","SUN"
"SR Snipesville II",65376,"GA","Electric utility non-cogen","PV","SUN"
"SR Snipesville III",66171,"GA","Electric utility non-cogen","PV","SUN"
"SR Terrell",62058,"GA","Electric utility non-cogen","PV","SUN"
"Sabal Palm Solar Center",63110,"FL","Electric utility","PV","SUN"
"Sabattus Solar LLC",62596,"NC","Electric utility non-cogen","PV","SUN"
"Sadiebrook NC Solar",62102,"NC","Electric utility non-cogen","PV","SUN"
"Sadler Solar",62814,"VA","Electric utility","PV","SUN"
"Salem Electric Department",56519,"VA","Electric utility","IC","DFO"
"Salem Energy Systems LLC",54984,"NC","Electric utility non-cogen","GT","LFG"
"Salem Street Dept",56289,"VA","Commercial non-cogen","IC","DFO"
"Salem Water Plant",56288,"VA","Commercial non-cogen","IC","DFO"
"Salisbury Solar",61128,"NC","Electric utility non-cogen","PV","SUN"
"Saluda Dam",3267,"SC","Electric utility non-cogen","HY","WAT"
"Saluda Lexington",3293,"SC","Electric utility","HY","WAT"
"Saluda Solar II",61323,"SC","Electric utility non-cogen","PV","SUN"
"Saluda Solar, LLC",60535,"SC","Electric utility non-cogen","PV","SUN"
"Samarcand Solar Farm, LLC",58805,"NC","Electric utility non-cogen","PV","SUN"
"Sampson Solar",61096,"NC","Electric utility non-cogen","PV","SUN"
"Sandy Creek Solar Power Plant",64146,"FL","Electric utility","PV","SUN"
"Sandy Cross Solar, LLC",58491,"NC","Electric utility non-cogen","PV","SUN"
"Sandy Solar",62692,"NC","Electric utility non-cogen","PV","SUN"
"Sanford",620,"FL","Electric utility","CT,CA","NG"
"Santa Fe Solar Power Plant",63517,"FL","Electric utility","PV","SUN"
"Santa Rosa Energy Center",55242,"FL","Electric utility non-cogen","CT,CA","NG"
"Santeetlah",54898,"NC","Electric utility non-cogen","HY","WAT"
"Sapphire Solar",61948,"SC","Electric utility non-cogen","PV","SUN"
"Sarah Solar",59500,"NC","Electric utility non-cogen","PV","SUN"
"Sarasota County LFGTE Facility",59686,"FL","Electric utility non-cogen","IC","LFG"
"Savannah River Mill",10361,"GA","Industrial cogen","GT,ST","NG,DFO,PC,BIT"
"Savannah River Site Biomass Cogen",57138,"SC","Electric utility cogen","ST","DFO,WDS,TDF"
"Saw Solar",66722,"NC","Electric utility non-cogen","PV","SUN"
"Sawgrass Solar Energy Center",65037,"FL","Electric utility","PV","SUN"
"Sawtell Solar",66723,"NC","Electric utility non-cogen","PV","SUN"
"Scarlet Solar",60921,"NC","Electric utility non-cogen","PV","SUN"
"Schell Solar Farm",59591,"NC","Electric utility non-cogen","PV","SUN"
"Scherer",6257,"GA","Electric utility","ST","DFO,SUB"
"Schoolfield Dam",54655,"VA","Electric utility non-cogen","HY","WAT"
"Scotch Bonnet Solar, LLC",63345,"NC","Electric utility non-cogen","PV","SUN"
"Scott Solar Farm",60316,"VA","Electric utility","PV","SUN"
"Scott-II Solar LLC",60968,"VA","Electric utility non-cogen","PV","SUN"
"Seaboard Solar LLC",59643,"NC","Electric utility non-cogen","PV","SUN"
"Seabrook Solar",61701,"SC","Electric utility non-cogen","PV","SUN"
"Seagrove",65556,"NC","Electric utility non-cogen","PV","SUN"
"Sedberry Farm",59592,"NC","Electric utility non-cogen","PV","SUN"
"Sediver",7957,"SC","Electric utility","IC","DFO"
"Sellers Farm Solar",60439,"NC","Electric utility non-cogen","PV","SUN"
"Selma Solar LLC",58669,"NC","Electric utility non-cogen","PV","SUN"
"Selwyn Farm",66374,"NC","Electric utility non-cogen","PV","SUN"
"Seminole (FL)",136,"FL","Electric utility","ST,CT,CA","NG,DFO,BIT"
"Seminole (GA)",60514,"GA","Electric utility non-cogen","PV","SUN"
"Seminole Energy",61780,"FL","Electric utility non-cogen","IC","LFG"
"Seminole Mill",50803,"FL","Industrial cogen","ST","NG"
"Seneca City of",56545,"SC","Electric utility","IC","DFO"
"Sewell Creek Energy",7813,"GA","Electric utility","GT","NG"
"Shady Hills Generating Station",55414,"FL","Electric utility non-cogen","GT","NG"
"Shankle Solar Center LLC",58956,"NC","Electric utility non-cogen","PV","SUN"
"Shannon Farm",58323,"NC","Electric utility non-cogen","PV","SUN"
"Shaw Creek Solar, LLC",61790,"SC","Electric utility non-cogen","PV","SUN"
"Shawboro PV1",59155,"NC","Electric utility non-cogen","PV","SUN"
"Shawnee - GA",64582,"GA","Electric utility non-cogen","PV","SUN"
"Shelby Randolph Road Solar 1, LLC",60101,"NC","Electric utility non-cogen","PV","SUN"
"Shelby Solar Energy Generation Facility",57200,"NC","Electric utility non-cogen","PV","SUN"
"Shelby, Toms Street",56063,"NC","Electric utility","IC","DFO"
"Shelter Solar",60156,"NC","Electric utility non-cogen","PV","SUN"
"Shepherds Mill CSG",65359,"MD","Electric utility non-cogen","PV","SUN"
"Sheriff Road",63654,"MD","Electric utility non-cogen","PV","SUN"
"Sherwood H Smith Jr Energy Complex",7805,"NC","Electric utility","GT,CT,CA","NG,DFO"
"Shieldwall Solar",66375,"NC","Electric utility non-cogen","PV","SUN"
"Shiloh Hwy Solar",62691,"NC","Electric utility non-cogen","PV","SUN"
"Shoe Creek Solar, LLC",60380,"NC","Electric utility non-cogen","PV","SUN"
"Shorthorn Holdings",60028,"SC","Electric utility non-cogen","PV","SUN"
"Sibley Mill",54322,"GA","Industrial non-cogen","HY","WAT"
"Sigmon Catawba Farm",58861,"NC","Electric utility non-cogen","PV","SUN"
"Siler 421 Farm, LLC",61019,"NC","Electric utility non-cogen","PV","SUN"
"Siler City Solar 2",64121,"NC","Electric utility non-cogen","PV","SUN"
"Simon Solar Farm LLC",58628,"GA","Electric utility non-cogen","PV","SUN"
"Simons Farm",59149,"NC","Electric utility non-cogen","PV","SUN"
"Sinclair Dam",722,"GA","Electric utility","HY","WAT"
"Skipjack Solar Center",62675,"VA","Electric utility non-cogen","PV","SUN"
"Smarr Energy Center",7829,"GA","Electric utility","GT","NG"
"Smith Island",6391,"MD","Electric utility","IC","DFO"
"Smith Mountain",3780,"VA","Electric utility","HY,PS","WAT"
"Smith Solar Farm",65567,"NC","Electric utility non-cogen","PV","SUN"
"Smithfield Farmland Corp Bladen",54823,"NC","Industrial non-cogen","IC","DFO"
"Smithfield Packaged Meats Corp (Kinston)",58575,"NC","Industrial cogen","IC","DFO"
"Smithfield Packaged Meats Corp (Wilson)",56035,"NC","Industrial non-cogen","IC","DFO"
"Sneads Grove",65551,"NC","Electric utility non-cogen","PV","SUN"
"Snipesville",62165,"GA","Electric utility non-cogen","PV","SUN"
"Snow Camp Solar, LLC",60367,"NC","Electric utility non-cogen","PV","SUN"
"Snow Hill Solar 2 LLC",59106,"NC","Electric utility non-cogen","PV","SUN"
"Snowden",3821,"VA","Electric utility","HY","WAT"
"Snowden River CSG",65612,"MD","Electric utility non-cogen","PV","SUN"
"SoINCPower5, LLC",59857,"NC","Electric utility non-cogen","PV","SUN"
"SoINCPower6, LLC",59856,"NC","Electric utility non-cogen","PV","SUN"
"Sod Run WTP A",60669,"MD","Electric utility non-cogen","PV","SUN"
"Sol Phoenix",62331,"MD","Electric utility non-cogen","PV","SUN"
"Solar BESS Hybrid",63535,"GA","Electric utility non-cogen","GT,BA,PV","MWH,NG,SUN"
"Solar Glynn",60469,"GA","Electric utility non-cogen","PV","SUN"
"Solar Hagerstown",62912,"MD","Electric utility non-cogen","PV","SUN"
"Solar Lee, LLC",64237,"NC","Electric utility non-cogen","PV","SUN"
"Solar Park Gainesville, LLC",57438,"FL","Electric utility non-cogen","PV","SUN"
"Solar Star North Carolina II LLC",57435,"NC","Electric utility non-cogen","PV","SUN"
"Solidago Solar",66999,"VA","Electric utility","PV","SUN"
"Soluga Farms 1",59191,"NC","Electric utility non-cogen","PV","SUN"
"Soluga Farms 2 LLC",59192,"NC","Electric utility non-cogen","PV","SUN"
"Soluga Farms III",60580,"NC","Electric utility non-cogen","PV","SUN"
"Soluga Farms IV",59934,"NC","Electric utility non-cogen","PV","SUN"
"Sonne One",58782,"NC","Electric utility non-cogen","PV","SUN"
"Sonne Two",58829,"NC","Electric utility non-cogen","PV","SUN"
"Sonny Solar LLC",66418,"GA","Electric utility non-cogen","PV","SUN"
"Sonoco Products Co",57919,"SC","Industrial cogen","ST","NG,WDS"
"Sophie Solar",58745,"NC","Electric utility non-cogen","PV","SUN"
"Soul City Solar",59606,"NC","Electric utility non-cogen","PV","SUN"
"South Atlantic Services Solar Farm I",60798,"NC","Electric utility non-cogen","PV","SUN"
"South Campus Solar",59922,"DE","Commercial non-cogen","PV","SUN"
"South Cary WRF Solar Array",59377,"NC","Electric utility non-cogen","PV","SUN"
"South District Wastewater Treatment Plt",54624,"FL","Commercial cogen","IC","OBG,NG"
"South Energy Center",56518,"FL","Commercial cogen","IC,GT","NG"
"South Louisburg Solar",59825,"NC","Electric utility non-cogen","WT","WND"
"South River H4 Solar Energy Storage",64509,"NC","Electric utility","BA,PV","MWH,SUN"
"South Robeson Farm",58273,"NC","Electric utility non-cogen","PV","SUN"
"South Solar",61949,"SC","Electric utility non-cogen","PV","SUN"
"South Winston Farm, LLC",60409,"NC","Electric utility non-cogen","PV","SUN"
"Southampton Power Station",10774,"VA","Electric utility","ST","DFO,WDS"
"Southampton Solar, LLC",61422,"VA","Electric utility non-cogen","PV","SUN"
"Southerland Farm Solar",60553,"NC","Electric utility non-cogen","PV","SUN"
"Southern Current One, LLC",61748,"SC","Electric utility non-cogen","PV","SUN"
"Southfork Solar",62493,"FL","Electric utility","PV","SUN"
"Southwick Solar",66724,"NC","Electric utility non-cogen","PV","SUN"
"Sowega Power",7768,"GA","Electric utility","GT","NG"
"Space Coast Next Gen Solar Energy",56930,"FL","Electric utility","PV","SUN"
"Spartanburg Water System",54675,"SC","Commercial non-cogen","IC,HY","DFO,WAT"
"Speedway Solar NC, LLC",62821,"NC","Electric utility non-cogen","PV","SUN"
"Spencer Farm, LLC",61220,"NC","Electric utility non-cogen","PV","SUN"
"Spencer Meadow Solar Energy Storage",64520,"NC","Electric utility","BA,PV","MWH,SUN"
"Spicewood Solar Farm LLC",59109,"NC","Electric utility non-cogen","PV","SUN"
"Spillway",3321,"SC","Electric utility","HY","WAT"
"Spring Grove I",61986,"VA","Electric utility","PV","SUN"
"Spring Hope Solar 2, LLC",66465,"NC","Electric utility non-cogen","PV","SUN"
"Spring Hope Solar 3, LLC",62997,"NC","Electric utility non-cogen","PV","SUN"
"Spring Valley Farm 2, LLC",59593,"NC","Electric utility non-cogen","PV","SUN"
"Springhill Gas Recovery Plant",56522,"FL","Electric utility non-cogen","IC","LFG"
"Spruance Operating Services LLC",54081,"VA","Electric utility cogen","ST","NG"
"Spruce - WCMD - Creek",63525,"MD","Electric utility non-cogen","PV","SUN"
"Spruce - WCMD - Resh I",63526,"MD","Electric utility non-cogen","PV","SUN"
"Spruce - WCMD - Rubble I",63524,"MD","Electric utility non-cogen","PV","SUN"
"Spruce - WCMD - Rubble II",63523,"MD","Electric utility non-cogen","PV","SUN"
"St Lucie",6045,"FL","Electric utility","ST","NUC"
"St Stephen",6789,"SC","Electric utility","HY","WAT"
"St. Matthews Solar",60293,"SC","Electric utility non-cogen","PV","SUN"
"St. Pauls Solar 1, LLC",60396,"NC","Electric utility non-cogen","PV","SUN"
"St. Pauls Solar 2",61156,"NC","Electric utility non-cogen","PV","SUN"
"Stagecoach Solar",59604,"NC","Electric utility non-cogen","PV","SUN"
"Stainback Solar Farm",60257,"NC","Electric utility non-cogen","PV","SUN"
"Standby Generation Plant",50310,"FL","Commercial non-cogen","IC","NG"
"Stanly Solar, LLC",64702,"NC","Electric utility non-cogen","PV","SUN"
"Stanton Energy Center",564,"FL","Electric utility","ST,CT,CA","NG,LFG,BIT"
"Star Solar",58746,"NC","Electric utility non-cogen","PV","SUN"
"Starr",62602,"NC","Electric utility non-cogen","PV","SUN"
"Starratt Solar",62940,"FL","Electric utility non-cogen","PV","SUN"
"Statesboro Solar LLC",65727,"GA","Electric utility non-cogen","PV","SUN"
"Statesville Delivery No 3",56552,"NC","Electric utility","IC","DFO"
"Statesville Solar",61535,"NC","Electric utility non-cogen","PV","SUN"
"Statesville, Highway 64",56062,"NC","Electric utility","IC","DFO"
"Stevens Creek",736,"GA","Electric utility","HY","WAT"
"Stikeleather Farm",59595,"NC","Electric utility non-cogen","PV","SUN"
"Stock Island",6584,"FL","Electric utility","IC,GT","DFO"
"Stone Solar",61085,"NC","Electric utility non-cogen","PV","SUN"
"Stony Knoll Solar, LLC",62820,"NC","Electric utility non-cogen","PV","SUN"
"Stout Farm",59581,"NC","Electric utility non-cogen","PV","SUN"
"Stratford Solar Center, LLC",61908,"VA","Electric utility non-cogen","PV","SUN"
"Strider Solar, LLC",63270,"NC","Electric utility non-cogen","PV","SUN"
"Sub 12",61080,"FL","Electric utility","IC","NG"
"Substation 20 Plant",59728,"SC","Electric utility","GT","NG"
"Sugar Run Solar",60189,"NC","Electric utility non-cogen","PV","SUN"
"Sugar Solar, LLC",63807,"NC","Electric utility non-cogen","PV","SUN"
"Summit Farms Solar",60611,"NC","Electric utility non-cogen","PV","SUN"
"Summit Solar",66376,"NC","Electric utility non-cogen","PV","SUN"
"Sun Devil Solar",59505,"NC","Electric utility non-cogen","PV","SUN"
"Sun Farm V, LLC",61287,"NC","Electric utility non-cogen","PV","SUN"
"Sun Farm VI, LLC",61842,"NC","Electric utility non-cogen","PV","SUN"
"Sun Farm VIII, LLC",64311,"NC","Electric utility non-cogen","PV","SUN"
"Sun Trust Plaza",54845,"GA","Commercial non-cogen","IC","DFO"
"SunEdison LV Sutton Plant Site",56938,"NC","Electric utility non-cogen","PV","SUN"
"SunEnergy1-Scotland Neck, LLC",59898,"NC","Electric utility non-cogen","PV","SUN"
"Suncaster, LLC",64477,"NC","Electric utility non-cogen","PV","SUN"
"Sundew",65039,"FL","Electric utility","PV","SUN"
"Sunfish Farm",58864,"NC","Electric utility non-cogen","PV","SUN"
"Sunflower Solar",60638,"NC","Electric utility non-cogen","PV","SUN"
"Sunnybrook Solar Project - Hybrid",65307,"VA","Electric utility non-cogen","PV","SUN"
"Sunshine Gateway Solar Energy Center",61763,"FL","Electric utility","BA,PV","MWH,SUN"
"Superior Landfill Gas Recovery",57026,"GA","Electric utility non-cogen","IC","LFG"
"Surry",3806,"VA","Electric utility","ST","NUC"
"Sussex Drive, LLC",60916,"VA","Electric utility non-cogen","PV","SUN"
"Suwannee River",638,"FL","Electric utility","GT","NG,DFO"
"Suwannee Solar Facility",60788,"FL","Electric utility","PV","SUN"
"Swamp Fox Solar",61521,"SC","Electric utility non-cogen","PV","SUN"
"Swansboro Solar, LLC",64476,"NC","Electric utility non-cogen","PV","SUN"
"Sweet Tea Solar, LLC",64273,"NC","Electric utility non-cogen","PV","SUN"
"Sweetbay Solar Center",62394,"FL","Electric utility","PV","SUN"
"Sweetgum Solar",59824,"NC","Electric utility non-cogen","PV","SUN"
"Swift Creek Chemical Complex",50474,"FL","Industrial cogen","ST","NG,OTH"
"Sycamore Solar",64136,"VA","Electric utility","PV","SUN"
"Sylvamo Corporation Eastover Facility",52151,"SC","Industrial cogen","ST","WO,NG,WDS,BLQ"
"Synergen Panorama, LLC CSG",62327,"MD","Electric utility non-cogen","PV","SUN"
"THD Baltimore DC - 5830 Project Tiger",66770,"MD","Electric utility non-cogen","PV","SUN"
"THD Baltimore DCs - 5829 Project Lion",67270,"MD","Electric utility non-cogen","PV","SUN"
"TIA Solar",59769,"FL","Electric utility","PV","SUN"
"TPE Irish Road Solar, LLC",67373,"VA","Electric utility non-cogen","PV","SUN"
"TPE Whitmell Solar, LLC",67374,"VA","Electric utility non-cogen","PV","SUN"
"TWE Bowman Solar Project",62828,"SC","Electric utility non-cogen","PV","SUN"
"TWE Chocowinity Solar, LLC",60048,"NC","Electric utility non-cogen","PV","SUN"
"TWE Myrtle Solar Farm, LLC",63746,"VA","Electric utility non-cogen","PV","SUN"
"TWE New Bern Solar Project, LLC",60191,"NC","Electric utility non-cogen","PV","SUN"
"Talbot County Energy",7916,"GA","Electric utility","GT","NG,DFO"
"Tallassee Hydro Project",7191,"GA","Electric utility non-cogen","HY","WAT"
"Tallulah Falls",723,"GA","Electric utility","HY","WAT"
"Tamworth Holdings",60394,"NC","Electric utility non-cogen","PV","SUN"
"Tanager Holdings",60691,"NC","Electric utility non-cogen","PV","SUN"
"Tangier",6390,"VA","Electric utility","IC","DFO"
"Tarboro Solar",59648,"NC","Electric utility non-cogen","PV","SUN"
"Tart Farm",59583,"NC","Electric utility non-cogen","PV","SUN"
"Tasley",3785,"VA","Electric utility non-cogen","GT","DFO"
"Tate Solar",60160,"NC","Electric utility non-cogen","PV","SUN"
"Taylor",56870,"GA","Electric utility non-cogen","IC","LFG"
"Taylor County Solar",59897,"GA","Electric utility non-cogen","PV","SUN"
"Taylor Creek Solar",63583,"FL","Electric utility non-cogen","PV","SUN"
"Taylorsville Solar LLC",57402,"NC","Electric utility non-cogen","PV","SUN"
"Tech Square Microgrid",63775,"GA","Electric utility","IC,FC,BA","MWH,NG,DFO"
"Tedder Solar",62315,"SC","Electric utility non-cogen","PV","SUN"
"Telfair Thompson",62883,"GA","Electric utility non-cogen","PV","SUN"
"Tenaska Georgia Generation Facility",55061,"GA","Electric utility non-cogen","GT","NG,DFO"
"Tenaska Virginia Generating Station",55439,"VA","Electric utility non-cogen","CT,CA","NG,DFO"
"Tennessee Creek",2749,"NC","Electric utility","HY","WAT"
"Terrell Riles Stovall",64283,"GA","Electric utility non-cogen","PV","SUN"
"Terreva Wayne County RNG, LLC",57366,"NC","Electric utility non-cogen","IC","LFG"
